                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                0.51592,                0.37134,                0.85603,                0.99698,                      1,                  0.995,                0.89476,                0.56244,                0.28856,                0.84856,              0.0011587,              0.0011587,              0.0011587
                     80,                0.51259,                0.35694,                0.84678,                0.99609,                      1,                  0.995,                0.88724,                0.53985,                0.27162,                 0.8467,              0.0011521,              0.0011521,              0.0011521
                     81,                0.50171,                 0.3456,                0.84284,                0.99697,                      1,                  0.995,                0.89555,                0.57328,                0.27963,                0.84707,              0.0011455,              0.0011455,              0.0011455
                     82,                0.51291,                0.35189,                0.85302,                0.99534,                      1,                  0.995,                0.90503,                0.54213,                0.28422,                0.84133,              0.0011389,              0.0011389,              0.0011389
                     83,                0.52432,                0.36225,                0.86009,                0.99367,                      1,                  0.995,                0.90154,                0.54526,                0.28012,                0.84341,              0.0011323,              0.0011323,              0.0011323
                     84,                0.50421,                0.35084,                0.86182,                0.99556,                      1,                  0.995,                0.90071,                0.56363,                0.30648,                0.85293,              0.0011257,              0.0011257,              0.0011257
                     85,                0.52678,                0.35761,                0.85856,                0.99314,                0.99877,                  0.995,                0.90662,                 0.5397,                 0.2859,                0.85065,              0.0011191,              0.0011191,              0.0011191
                     86,                0.51954,                0.35858,                0.86484,                0.99357,                0.99871,                  0.995,                0.89734,                0.56418,                0.29005,                  0.855,              0.0011125,              0.0011125,              0.0011125
                     87,                0.49429,                0.35699,                0.85533,                0.99638,                      1,                  0.995,                0.90768,                0.55083,                0.28992,                0.84439,              0.0011059,              0.0011059,              0.0011059
                     88,                0.50376,                0.34419,                0.85425,                0.99793,                0.98817,                  0.995,                0.89525,                0.54215,                0.29093,                 0.8449,              0.0010993,              0.0010993,              0.0010993
                     89,                0.54546,                0.36789,                0.85709,                0.99539,                      1,                  0.995,                 0.8938,                0.56988,                0.27816,                 0.8507,              0.0010927,              0.0010927,              0.0010927
